user_type,sleep_hours,sleep_quality,screen_time,workload,energy_level,stress_level,previous_focus_hours,eye_strain,eye_discomfort,head_discomfort,mental_fatigue,neck_back_discomfort,difficulty_concentrating,focus_hours
Professional,5.602905515108008,1,7.3013223976993835,5,3,5,1.5438068730231156,2,1,3,5,4,5,0.0
Student,7.420326774354085,3,4.677885123647078,2,3,3,5.571737214373669,1,2,1,1,2,1,3.5170677029416564
Professional,6.614650385837484,5,6.934215183926848,3,4,3,3.7608905589651385,1,1,2,3,3,1,2.5099338845124466
Student,6.362452778934515,1,10.333168025501486,5,3,5,1.2563826780749074,4,4,2,4,4,4,0.0
Professional,7.845243354995343,3,6.661397875468054,3,4,2,4.7418806242810145,4,3,1,4,2,1,2.440488357324435
Student,8.181042897410721,4,2.74453319751018,5,5,2,6.755731519752867,0,1,0,3,0,1,3.789008693830644
Professional,6.756789326280219,5,3.344791584370137,2,5,2,4.709879152156388,1,0,1,2,0,0,6.699976501219614
Professional,6.390902736690746,1,7.400698052412764,5,1,4,3.62496261631875,1,1,1,4,4,5,0.0
Professional,6.038027176630031,3,7.812863266754386,4,2,3,2.8429685526587054,3,4,2,4,4,3,0.0
Professional,7.402875391835935,3,5.998661369900235,3,3,3,5.392327404025513,1,0,2,2,2,1,2.4082795433065796
Student,4.253551310973083,1,7.423756686540187,4,3,5,3.682706738990598,3,4,4,5,3,5,0.0
Student,7.677905002897215,5,3.0535737916015893,2,3,2,5.95780977622609,0,0,2,2,1,0,5.649103012177712
Student,8.339761686128213,5,5.819474891957576,4,4,3,5.3136091309100895,2,2,3,2,5,0,2.9632532426764926
Professional,6.483927872724037,1,8.746426755143176,4,1,5,2.9452371626940477,4,5,3,5,3,5,0.0
Professional,4.745884837654462,1,10.380614590557922,4,1,4,2.58591800451111,3,2,3,4,5,5,0.0
Professional,5.729228020035986,2,8.689910312596618,5,3,4,1.4293651858313279,4,4,3,5,5,5,0.0
Professional,6.210850375257943,2,5.3681625572556415,3,1,4,2.32284679270418,1,1,3,3,2,5,0.0
Professional,8.460899772437951,5,6.273346351381322,3,4,3,5.888951656802644,3,2,1,4,4,2,2.6489411681115733
Professional,7.894488473929943,4,5.401794250311739,2,3,3,3.4388300449257962,0,0,1,1,1,1,3.935190563500701
Professional,6.72981060087009,3,6.217179764171267,4,1,3,1.6705547225206994,1,2,0,2,3,3,0.0
Student,6.234162690321941,2,10.250318224783527,5,1,4,1.200558296516545,3,3,1,3,4,5,0.0
Professional,4.5368388443823715,2,8.261314008104113,2,1,3,1.8991484619186854,4,4,1,3,3,3,0.0
Student,6.256745712685635,1,9.333516232850766,4,1,4,1.1634384726601623,1,2,4,4,4,5,0.0
Student,5.025941691415782,3,6.323108626370933,2,2,5,2.72702921951925,2,2,3,2,3,5,0.0
Professional,4.867051438088453,1,8.451979444211092,5,3,5,3.4277484588718243,4,5,3,5,2,5,0.0
Student,8.722796996445288,5,2.7373487196671022,5,4,2,5.4496106647189375,0,0,0,3,1,2,5.482781707278509
Student,5.547279864377845,3,7.427455693144694,4,2,3,2.912745149049142,1,0,3,5,3,3,0.0
Student,6.003957061623709,3,10.051478207946008,5,3,5,1.1994129621026033,4,3,1,5,5,5,0.0
Professional,7.210623514929479,3,3.798006579575533,2,3,3,4.314145479731712,0,0,1,2,0,1,4.071595384763596
Student,8.260595050080838,5,5.210138929141539,2,5,3,3.7702426948105834,2,2,2,4,2,2,4.643188648779464
Professional,6.923215444641016,3,6.802636381503076,2,4,3,3.36131599780685,2,1,0,2,3,0,2.402365022270002
Professional,7.463722388534023,3,5.631663839400775,3,5,3,3.6581173961756757,1,1,2,0,3,0,4.009072910332617
Student,8.148555564481445,3,5.489471831643241,2,5,3,5.062115216054128,1,1,0,4,2,1,3.613705582045798
Student,5.331112152812539,1,10.132178151759517,5,2,5,2.535775064015677,2,1,3,5,3,5,0.0
Professional,6.4599629753836005,2,9.973990500941259,5,1,4,2.794116648990572,4,5,2,3,4,4,0.0
Student,4.270285638561747,3,11.954661989400956,4,1,4,1.3481982944302544,5,4,3,3,2,5,0.0
Professional,7.091131025951817,5,5.952985898271576,5,5,3,7.9513041033177245,0,1,0,3,3,1,5.436706061846608
Student,8.06364669410824,5,4.974100259106885,3,5,3,3.8496105949835013,1,2,1,1,2,0,4.008430649016991
Student,8.19213503575849,5,3.8316605876899,3,4,2,4.277919995952726,1,2,1,2,2,0,4.343918051800443
Student,7.047431635647358,5,3.978504563173309,2,5,2,4.800121942955122,0,0,0,1,2,0,6.527621323490067
Student,5.57863884191874,1,10.420113656893996,5,1,5,1.8443590970349435,4,4,4,5,4,5,0.0
Professional,6.918561256161077,3,5.242356514987284,3,5,3,4.16913188083856,3,3,1,3,2,2,1.5201440031231006
Student,7.336135667245258,3,4.871147126496046,2,5,2,5.337833870924041,3,4,0,1,2,0,4.212043022741316
Student,5.523592239645382,3,7.114090065985976,4,2,4,2.102496829309999,3,4,2,5,4,5,0.0
Student,6.593353720225027,3,7.77094754865329,2,1,3,3.086890116350151,2,2,0,3,3,5,0.0
Student,7.479214428151105,5,6.776156456332469,3,4,2,4.028926812502307,2,1,1,2,3,0,2.4943774663317093
Professional,7.8350719898097605,5,2.3811441402708593,5,5,2,6.052823910613498,0,0,1,1,0,0,7.274675545687426
Professional,8.395015989084493,5,4.7374876575481295,4,5,2,5.373831891349697,0,0,1,4,2,0,6.744212594395614
Professional,8.7913431080294,4,5.165385425827855,3,4,1,7.523642879307053,2,1,0,1,2,0,6.424880717634056
Student,6.676590205000071,1,5.754944030373428,2,2,3,1.2772464558191552,1,1,3,2,3,4,0.0
Student,7.869006958078294,4,3.6826347675862516,3,5,3,3.633030807233799,0,0,0,3,2,1,4.0305504592771415
Professional,7.968874815759319,4,5.719623735507221,3,4,2,4.683093312809561,2,1,1,2,3,0,4.006483691960854
Professional,6.545728195947705,2,7.3910989166018535,2,2,4,1.9881913080616953,2,3,2,1,3,2,0.0
Professional,4.853634472930198,2,11.282735877182883,4,2,5,3.1694548179632003,4,5,2,4,4,5,0.0
Professional,5.2652524721269955,3,7.631370451646132,5,1,5,3.0576659340113315,0,0,3,4,4,5,0.0
Student,7.68298857804432,4,2.062506006825826,3,4,3,7.543528672667867,0,0,1,2,1,2,5.938003667302215
Student,8.679845767343705,4,3.249851456185979,3,4,1,5.329813333753334,0,0,0,1,4,0,6.875566721357263
Professional,5.213248468224172,1,9.921699238404505,2,2,4,2.693021749588552,3,3,4,4,3,5,0.0
Professional,6.726104222899871,2,7.025973024088725,4,1,4,2.526042196918545,3,4,2,4,3,5,0.0
Student,8.23170574194621,4,4.07473390593718,5,4,1,7.495830618591541,0,0,0,2,3,0,6.441984672594666
Student,8.255042043767514,5,3.8559987096566477,3,3,3,3.442033169630432,2,2,0,2,0,2,3.9813989064307806
Student,6.156879450239113,3,6.66902274046814,3,2,5,1.5890465264238287,3,4,3,3,5,5,0.0
Professional,6.720525707811094,5,5.105952856910125,3,4,3,4.842470854463991,1,2,2,3,2,0,3.9315850826569605
Student,8.266119341181795,4,3.0943605022981573,2,3,2,3.6093330078822596,0,0,0,1,1,0,6.838667022154758
Professional,4.629442084074074,3,7.862066373766943,4,1,3,1.888330312842045,4,3,1,2,3,3,0.0
Student,6.999739430851549,5,3.7888664358428623,2,3,3,5.9187906114927085,0,0,0,2,2,2,4.425562689442917
Student,7.312616321327611,5,6.502029283952509,2,4,3,4.648356434940537,1,0,0,2,1,0,3.2668260993819866
Student,8.190063200448114,5,3.603970095791437,2,5,3,5.912083143027878,0,1,4,0,1,0,6.4355179323010105
Student,4.600705366626468,3,9.779458890588415,2,2,5,3.8641431886971125,1,1,3,3,5,5,0.0
Professional,4.544701775952935,1,11.184322058266261,4,3,5,2.749827253949112,4,5,3,2,5,3,0.0
Professional,8.593611019617628,5,2.703793949407067,4,4,1,5.789424683114526,1,0,0,1,0,0,9.150533958737862
Student,7.395705103913402,3,3.10694172079429,2,5,2,3.7026835350941747,0,0,2,3,2,1,5.101400708923776
Professional,8.751309832951101,4,4.823492337090865,5,5,3,6.770979660620551,4,5,3,5,1,2,2.823159107947333
Student,7.015367111769938,4,4.791593311522449,3,5,3,6.152829669249196,1,2,1,3,2,0,3.4436777096381936
Professional,7.616472004059421,4,3.354418100777332,3,4,3,5.847970098262891,1,2,1,2,0,0,5.850045747306561
Student,5.2109161719900055,2,8.697113318347409,4,3,4,2.463438732812069,2,2,2,3,5,3,0.0
Professional,8.070861861881326,3,6.466910201305985,2,5,3,5.827371650344096,2,3,2,0,3,0,4.01712422141124
Student,5.631006013581356,3,8.940137101953791,4,1,4,3.2329200457312384,3,3,2,4,5,5,0.0
Professional,7.8637728191606655,4,5.638236080708726,4,5,2,7.955603972672858,3,3,1,4,3,1,3.2499213479849978
Student,5.781985964958732,3,8.642590268199172,2,1,5,2.548742438947087,2,3,3,3,4,5,0.0
Student,6.880185505849266,3,3.6690731112922603,2,4,2,5.450873815888494,0,1,2,2,1,0,5.279577375634979
Professional,8.303187735116222,5,4.2415130147795,4,5,3,5.055833269839578,2,2,4,3,2,1,3.9273658558834796
Professional,7.088588113472889,4,5.225825384896156,3,5,2,7.886537355938565,1,2,1,2,2,0,4.704181657681256
Student,7.003222047115969,5,2.8515747880911024,4,4,1,5.264771148003335,0,1,1,2,2,0,5.313619203619698
Student,5.1610533431424805,3,6.652566103662252,3,1,5,3.102922624338855,1,2,1,4,3,5,0.0
Professional,5.650804105809714,1,7.254427526982062,4,1,5,3.385345437133787,3,2,2,4,4,5,0.0
Student,7.133140261060113,3,4.320671060366674,2,5,2,4.678761777759872,0,1,1,1,3,0,5.649109427809124
Student,8.459417546218113,5,5.842189302981005,4,4,2,7.684428250579844,2,2,1,4,2,3,2.7259883882511193
Professional,8.008802051727626,5,4.067616720309296,4,4,1,5.350994983066491,2,2,1,2,1,0,5.5525422131033135
Professional,6.289366695961668,2,7.5140097431791695,4,2,5,3.610382866051811,1,0,1,4,5,5,0.0
Professional,7.911823453434847,3,3.342167212456261,3,5,2,4.813433454396009,1,2,0,1,2,0,4.82954168791606
Professional,6.100209888054906,2,10.790501682280997,5,1,5,3.164734014371545,4,5,2,4,3,5,0.0
Professional,8.110523749326116,4,4.13373423479269,2,5,3,3.395042853219591,0,0,2,1,0,0,7.276396020956295
Student,5.921483033100795,3,7.952329139445767,5,3,5,1.0453812634808406,2,2,2,4,4,5,0.0
Professional,8.006829652669955,5,4.190865947815579,3,4,2,6.582770728724042,0,1,1,2,1,0,5.852738936481826
Professional,8.478029974326136,4,5.104913595127627,3,4,2,6.008154071988522,2,1,1,3,2,1,4.332244776678336
Professional,7.090113506007757,4,5.018345638157384,2,5,3,5.7556875761616,2,2,1,1,2,0,4.8433231461900865
Student,4.6295178803689065,2,10.905849695734016,5,1,4,3.0656146056374953,5,4,0,4,5,5,0.0
Professional,7.19573167217699,4,4.816149892040915,2,4,2,3.9797358460696675,1,0,1,1,1,0,5.050297711539997
Professional,7.990432555231305,4,3.463380368628229,2,3,2,3.044795090378427,0,1,1,2,0,1,4.475942835569609
Professional,8.28490684082443,4,2.3306421176681784,3,5,3,7.336515827365257,0,0,2,3,0,1,5.558661369387576
Student,6.9143122563067045,1,6.938973073964493,4,1,5,2.0379541421252103,2,1,2,4,5,5,0.0
Professional,4.500336889047432,3,7.138682194754244,5,3,4,1.7689253530540472,1,0,1,4,3,4,0.0
Professional,8.753852365878169,4,5.364000191609756,5,4,3,5.830229886859347,0,1,3,3,3,1,1.7896506501955622
Student,5.580031608224445,2,7.1876270138461935,3,2,3,2.860496944708707,1,1,3,2,3,2,0.0
Student,6.857813554295113,1,5.590063521065122,3,2,4,2.6668910582620073,3,2,1,3,0,5,0.0
Professional,6.504694419701845,5,6.9205682175186585,2,5,3,3.1466933499533782,2,2,2,2,3,0,3.2125955889670905
Professional,4.964284105382592,1,9.705474724672086,4,2,4,3.0574497073721045,4,3,2,3,3,5,0.0
Professional,6.123949081772346,2,11.057593433062454,4,1,5,1.5240553612039527,5,4,4,5,5,5,0.0
Student,7.5594583231000545,5,3.543132207551639,3,3,2,4.793336945774129,0,0,0,1,1,1,4.94522519755357
Student,8.285321913139596,4,5.271330356420529,3,5,3,3.6567883982548652,0,1,3,3,1,1,4.5479524552275175
Student,4.933633334774162,1,9.339212407454479,4,1,4,2.4968523519309898,4,4,2,3,4,5,0.0
Student,7.536023776028826,3,4.669050964408962,2,3,2,5.474607848219386,1,0,1,1,3,0,3.159113536886216
Student,7.5122426958755,4,3.266886536051799,3,4,3,4.927862629666045,0,1,2,1,3,0,2.6049210395373192
Student,8.180932783495269,4,5.03570805637842,2,4,2,3.334562356791613,2,1,0,3,0,0,5.491546297422482
Student,5.017497038245194,2,8.752628510497107,2,1,5,1.6073936510457467,1,2,5,4,4,5,0.0
Professional,6.028558633195178,1,8.144611115947818,3,2,3,2.617285716090173,2,3,0,3,3,3,0.0
Professional,6.563270792811048,5,6.254032139324967,2,4,3,4.028627615575216,2,1,1,2,4,1,2.2315578543319994
Student,6.388232075803229,3,5.426785759859749,3,1,3,3.0843776016090514,2,2,0,2,3,5,0.0
Student,5.3084361797111566,3,7.389472027246694,2,1,4,2.446854957166119,1,1,1,4,2,5,0.0
Professional,8.427314196793665,5,2.2248639827401915,3,5,3,7.46715922304052,0,0,3,4,1,3,4.826310043544484
Student,8.22605711897992,5,5.841892094673341,2,4,2,3.9396402855641806,0,0,0,3,4,0,4.671280455028202
Student,8.446693269504138,4,5.123292193826037,4,4,1,6.169970434604888,1,2,0,1,2,0,5.971428450906073
Professional,6.920417084065006,2,9.50946873797809,4,1,4,2.068452663522353,5,5,4,2,2,4,0.0
Professional,8.91485262492127,5,2.5102331701212246,4,5,3,5.366636813917973,0,0,1,2,0,0,6.854530101213863
Professional,8.394326852942203,4,5.659878621411375,2,5,2,5.942089865668601,4,4,0,1,2,0,4.542215986058917
Professional,4.339022742132947,3,9.273220580201397,4,3,4,3.887210561189352,4,5,0,5,5,5,0.0
Professional,8.906432134588778,5,2.6408565407820968,4,5,3,7.266622169617562,1,0,2,3,1,0,6.45274393635097
Student,5.647223608415519,3,8.212907775443554,5,3,4,3.4150591579812497,3,2,1,5,3,5,0.0
Professional,8.234106950609368,4,4.13389001129789,2,4,3,4.87282501448194,1,2,2,1,1,0,4.742842513661786
Professional,7.480462849813643,5,6.43789740854818,3,3,3,3.9060731031954643,2,3,2,4,3,4,1.3716191197261085
Professional,6.615164831783968,1,5.18688141104674,3,2,5,3.6109606319306105,1,0,3,5,3,5,0.0
Student,5.717580972860524,2,7.305933387531835,3,2,3,3.764418106146948,0,0,0,2,4,4,1.5034763324734701
Professional,8.135747811152712,3,6.877659703706124,3,3,2,4.782931012162788,2,1,1,2,3,0,1.6397304195283127
Student,6.400835084315206,3,8.850854233289397,4,2,5,1.3151785187650724,3,4,3,3,4,5,0.0
Professional,7.470726546383572,5,6.691078931309351,3,5,3,5.923168753396233,2,2,2,3,5,1,3.1928127490238483
Student,8.127138716315889,4,3.2314741589511056,5,5,2,6.209254423107266,2,3,1,3,1,0,3.5827403493229917
Student,8.664219375139261,4,2.2251383768810733,4,4,1,6.553257472754599,1,2,0,4,1,2,5.944951752503341
Student,5.550122086868914,1,5.433568497801087,4,2,5,2.6374799077324225,0,1,3,4,3,5,0.0
Professional,5.473515783282165,3,9.36142604563739,4,2,5,1.5313473262799258,4,3,2,5,4,5,0.0
Student,8.301606411463624,3,6.81371570014778,2,4,3,5.7881929546714606,2,3,2,2,3,0,2.872450965427265
Professional,4.946845719914494,3,5.89137045563617,2,1,5,3.748412054139427,0,0,3,2,2,5,0.0
Professional,7.754351741027906,3,5.974362142742187,2,3,3,4.126914498264965,1,2,1,1,2,0,2.6827401496670005
Professional,7.292095068101267,4,2.949984796331472,4,4,2,5.597898644103921,1,1,0,2,1,0,4.605722016349463
Student,7.9907317607831345,5,2.046127000589671,5,4,3,6.583139245170709,0,0,3,2,2,1,3.029989967069027
Professional,8.378057192926944,5,5.696056086835995,3,5,1,7.331784948545226,2,2,0,1,0,0,7.258430891431344
Professional,6.817485650538455,4,6.972859420047139,2,4,2,5.273169045614754,3,3,0,0,3,0,3.589440897057052
Student,6.4037380982705185,3,9.332148571978815,2,2,4,3.3568887484633323,2,2,1,2,3,4,0.0
Student,6.6684200533255265,4,3.3938705143633605,2,4,3,4.03198773064054,0,1,0,3,3,3,2.743430851667381
Student,7.972331210056638,5,5.8568722976568495,3,5,3,5.973473220677411,0,0,1,3,3,0,6.348013683524011
Professional,8.707925948337767,4,3.053783498180167,3,4,3,6.750611323505641,0,1,1,1,1,0,4.889964170914658
Student,5.305638501630593,3,7.4947610007057515,5,1,5,1.2430933287340502,1,0,2,5,5,5,0.0
Student,6.987043832115064,2,8.826076418591878,2,2,3,2.317109840045256,2,3,1,2,2,3,0.0
Student,5.1742929677659415,2,7.763517239595042,4,1,5,2.2063130023512683,4,5,4,4,2,5,0.0
Professional,6.8155553866976275,4,3.4557062855346636,2,4,2,4.60012064564711,0,1,0,0,3,0,5.289178084221003
Professional,4.908118158059849,2,6.776324459657642,4,1,4,2.1125996632640813,1,1,1,3,4,5,0.0
Professional,5.20797851963434,3,8.395698763406982,4,3,5,2.237562105674774,3,4,2,3,4,3,0.0
Professional,7.465996995742078,4,6.592942579330229,2,5,3,5.34694824783838,2,1,1,3,1,1,2.991185178806245
Student,8.979436163667508,4,5.519881394357661,3,5,3,5.426316020906994,1,2,1,2,4,0,5.089408485287009
Student,4.214645234913784,1,8.31939852788291,4,2,5,2.0418202137771884,2,3,5,4,3,5,0.0
Professional,8.246875446884726,5,3.1202416758332494,3,5,3,7.311148399287617,1,2,1,2,0,0,6.093179575937374
Professional,6.180090179225206,3,9.204072235050774,4,2,5,1.8422024588822077,3,3,2,3,5,5,0.0
Student,5.405329346380048,3,6.0827259478920865,2,2,5,1.0710842981745443,2,1,1,1,1,3,0.0
Professional,6.571138141816306,1,9.329097028760442,2,1,5,1.8262528338514554,4,5,2,3,3,5,0.0
Student,7.9400707209874195,5,2.6171458180436398,3,5,2,7.545726451635076,0,0,2,1,0,0,9.243628998764464
Student,7.727660926289753,5,3.000583757563381,3,3,3,4.957418148003596,0,1,0,3,1,4,3.1496567612221504
Student,5.764757413131101,3,8.602768233386737,2,2,5,3.832575267758961,3,3,0,4,4,5,0.0
Professional,8.425634892826707,4,4.232490990685202,5,4,2,7.759540241579397,0,1,0,2,1,0,6.398255698297499
Student,8.089247500075007,5,3.6463820977484493,4,5,2,6.97349494588701,0,0,0,3,1,1,5.236912290456698
Student,4.977185616579944,2,8.28475712210598,4,1,5,2.215957599243418,3,4,2,3,4,5,0.0
Professional,5.555525976685717,1,8.396698357143691,4,1,5,3.766713645986561,2,3,3,4,2,5,0.0
Student,8.011850453864007,4,3.0458733560856666,3,4,1,6.427489829493707,0,0,1,0,0,0,6.363326583966156
Professional,8.304728633496659,5,3.3511419367524664,3,5,2,4.60472799772417,0,0,0,2,1,0,6.5394106948041975
Professional,4.640624804774535,2,8.88987475642858,4,2,5,2.49280602079917,4,3,2,4,4,5,0.0
Student,5.633281128735465,3,9.464679112306674,3,2,4,2.6004680909280964,3,3,2,3,2,5,0.0
Professional,7.132105668311843,5,4.634321383656591,2,4,3,4.826754067839106,1,0,1,2,2,1,4.81797750115285
Student,6.821237984513491,1,8.529145298482037,2,2,3,3.0119460180038775,3,2,2,1,5,1,0.0
Student,7.539945840944508,5,3.532334307634639,3,5,2,6.491857495903522,1,0,1,0,1,0,7.451404964958362
Professional,8.328307850874307,4,4.68535909077408,3,5,3,6.541965734723514,2,1,1,3,3,1,4.744455097840125
Professional,7.441171303101045,3,4.802991968091164,2,3,2,3.701752648848493,0,0,0,1,1,1,5.91062185885425
Professional,7.312933028792615,4,6.847173549991808,3,3,3,5.347914293076739,3,4,1,4,4,5,0.0
Professional,5.291857027130225,1,6.058715996608984,3,1,3,2.9328212391129598,1,0,1,3,2,5,0.0
Professional,6.609818544343844,4,5.253480846268508,2,3,3,5.788789115476755,2,1,2,2,2,0,2.7377556701296
Professional,8.180617103629524,5,3.697963215227517,5,5,1,7.259950065221112,0,0,0,1,2,0,7.689963226807784
Professional,4.072929408558198,2,9.770585606143012,5,1,5,2.0376839108194003,2,1,2,4,5,5,0.0
Student,7.666867875455313,4,5.264719321320527,2,4,2,5.51873468253327,1,0,2,0,1,0,6.068787503216669
Student,6.9385403299438195,5,3.95801460699126,3,4,2,5.416417977945853,1,0,0,1,2,0,5.15413759762145
Student,5.99916338894354,3,7.866269165665301,4,2,5,1.9516127706735373,2,3,2,2,3,4,0.0
Student,5.952341594307715,3,6.611865529291431,2,2,5,1.5568844320039412,1,0,2,0,3,0,0.0
Professional,5.831885489176398,2,11.27198332153126,5,3,5,2.284841243921696,5,5,2,5,5,5,0.0
Student,5.076136930687576,1,10.394564027886036,5,3,5,2.9677720326984316,4,5,3,5,3,5,0.0
Professional,8.184980421073123,3,6.419532026512536,3,5,2,4.9325141602253275,1,1,0,1,4,0,4.907033890762981
Student,5.040416874010461,1,11.798640300655347,4,3,5,1.5222489870676241,4,5,3,5,5,5,0.0
Professional,6.3741077886969215,3,7.457946996779534,5,3,5,2.3392994094669533,1,1,2,3,4,3,0.0
Student,6.6212166459995405,1,9.212439279658394,4,2,5,2.4323662652072127,1,1,2,3,3,5,0.0
Professional,5.299811539056581,3,7.89713421817886,5,2,4,3.3152589449646843,2,2,2,5,3,5,0.0
Professional,6.030453628590479,2,8.469409609597491,4,1,5,1.537457830175587,4,4,5,4,3,5,0.0
Professional,6.583119059466568,5,3.051300771644017,3,3,3,5.1814635756251395,2,2,1,3,2,1,2.8249496673732097
Professional,6.5837024264804445,1,6.219752768078632,4,2,5,3.182413663616002,2,2,4,3,3,5,0.0
Professional,6.9366030697790055,4,3.1337961367635154,2,5,2,3.487710912604742,0,1,2,2,1,1,4.000423361942527
Student,6.788912073248624,4,6.975908566943015,2,4,3,5.473303901495541,2,2,2,2,2,0,2.4968785437999923
Student,7.527993436442897,4,4.1199207173838195,3,4,1,6.054320786410403,0,1,0,2,2,0,5.741206855323542
Professional,5.431148952971879,1,8.639680252130397,5,1,5,1.0354980442495858,2,3,2,5,4,5,0.0
Student,6.279132516679708,1,9.691661281299105,4,1,5,2.374804891227369,2,3,2,3,5,5,0.0
Student,4.498085083537185,1,7.546474579485334,4,2,4,1.2670077644054367,3,4,2,3,2,5,0.0
Student,8.596740948171163,5,4.602997070869149,5,4,2,5.448187636850598,0,1,1,4,1,2,4.197179335237454
Professional,7.520571082881185,3,5.664879732501037,2,4,3,3.244104240119899,3,2,0,2,1,2,2.2629481356067944
Student,5.353147430809141,2,7.774694432291879,4,2,3,1.0541969709712666,3,2,1,3,3,3,0.0
Student,8.855185113230815,4,5.231663039248344,4,4,2,5.2569570895886955,2,1,2,3,2,1,3.943645610187366
Professional,5.888293079934029,2,10.305375563904613,5,1,5,3.208202536686545,4,4,0,5,4,5,0.0
Student,5.940555929129945,1,11.980594466046716,5,1,4,1.8849209478730904,5,4,0,3,5,5,0.0
Student,7.671780746700134,3,3.1719690066752726,2,5,2,3.806374921444968,0,1,0,2,1,0,4.817583593648094
Student,7.969033955159752,4,4.188801038588755,4,4,1,5.521396354713429,0,0,2,2,1,0,5.728436384424414
Professional,6.387695238760943,1,10.608982237602696,5,2,5,1.2690395600559627,3,2,3,5,5,5,0.0
Student,7.463083416919135,3,5.8333552623742335,3,3,3,3.8272623690257777,2,1,1,3,1,3,0.0
Professional,4.983230984105942,3,7.580874917733587,4,1,5,1.2384678096156436,4,5,3,2,5,5,0.0
Professional,6.850351647849285,3,8.018142950328288,4,1,3,2.685162595842442,3,2,1,3,1,3,0.0
Professional,6.118220295160926,3,8.36467939606064,4,2,4,1.4222842076377011,3,4,1,3,3,5,0.0
Student,5.375072662263916,2,7.443418880196894,4,1,5,1.8192534270741136,2,3,2,5,2,5,0.0
Student,6.6490328337600495,3,5.7175357206438875,2,3,2,3.045590619067132,1,0,0,1,2,0,4.952296251205772
Professional,6.693148511064926,5,4.390914156230574,3,5,3,3.32048223483348,1,1,1,1,0,0,5.126973301703668
Professional,7.664810086132297,4,4.151258764176049,2,3,3,5.380895767891242,0,0,1,1,2,1,4.459064654972324
Student,4.451280479151692,3,9.370644450642464,4,1,4,1.4801651108889609,2,2,3,5,3,5,0.0
Professional,8.364703383098274,4,3.221206343557203,3,3,3,5.974734474887359,0,1,2,4,2,4,3.05119834519377
Student,7.63482780728388,4,5.614168556249002,3,4,2,5.264184627185513,3,3,1,2,3,0,3.1748994096869323
Professional,6.2105059286538244,3,7.623746086171472,3,2,5,2.3831871960293007,1,1,4,3,3,5,0.0
Student,5.301801373150401,1,6.833342113935171,4,2,5,1.6702728613229034,0,0,1,4,2,4,0.0
Professional,8.208376502534069,4,3.6294739110457965,4,5,2,6.673296291796556,1,1,1,4,1,1,4.15671251318495
Professional,7.405238820870924,3,4.051624747577008,2,5,2,4.314883453865869,1,2,0,0,1,0,6.482114424511576
Professional,8.157893665764465,3,5.621875120252668,2,4,3,5.933458796077934,0,0,1,2,4,0,4.040842851655365
Student,7.605411417109249,4,5.719040759331458,2,3,2,3.103418159674967,0,0,0,2,2,1,4.264631559404586
Professional,8.74571164013358,4,4.341373532589927,5,4,3,6.312320284568218,0,0,2,4,1,2,3.2133323382901287
Student,6.522298219834903,3,7.433538886788407,4,1,5,2.6711204677876164,4,3,3,4,4,5,0.0
Professional,4.96023267446868,3,8.44623921329875,5,1,4,1.3545579164836687,4,5,2,3,3,5,0.0
Student,8.145463902390672,4,3.630159258451988,2,5,2,4.711251896817176,2,2,0,1,3,0,4.217098269169869
Professional,4.73141950558672,2,8.969196931065403,4,3,5,1.9427258259738145,5,5,3,4,3,5,0.0
Student,6.780251242588581,3,4.351144435898955,3,5,3,3.7360135648824335,1,2,2,3,1,0,1.1914129590916596
Student,5.993645171541663,1,8.341013058361812,4,1,4,2.6364463326744656,3,2,4,2,3,4,0.0
Professional,8.185095358024377,4,5.000229742168697,4,5,2,6.469102251392525,1,0,2,4,3,0,5.124563282937578
Student,7.770116003031112,4,3.134361140365433,5,4,2,6.17305760534699,0,0,0,3,1,0,4.4801015179415
Professional,7.33343586526585,3,6.750397530989824,3,4,3,5.234425356354743,2,1,1,1,3,0,2.9322932798303376
Student,7.21040427201903,4,5.764899676241297,2,4,3,5.675556063124196,2,3,2,3,4,3,2.2502249776821905
Professional,5.920869831589118,1,5.145044951737801,2,1,3,3.8146663602382485,2,2,1,1,2,3,0.0
Student,7.579057178259067,5,5.254777792912149,2,3,3,3.0979254076760014,0,0,1,4,1,4,2.189326702598233
Professional,7.397714592708284,5,4.242332927716205,2,4,2,4.561000625390657,1,1,1,1,1,0,6.227257133560968
Professional,6.655099811642314,5,4.354191009781511,2,5,3,3.973808425693515,0,0,1,1,0,0,5.022922483356668
Professional,7.258680602482743,3,4.509016622939798,3,3,2,4.932008376396772,1,2,1,2,1,0,2.7194223080430677
Professional,5.079999443741599,1,7.937846506602548,4,3,4,2.6158508141134638,3,2,0,4,5,5,0.0
Professional,6.6872446228868565,2,6.602909767414535,2,2,3,2.727790002035754,1,0,1,3,4,3,0.0
Professional,7.242452092473922,3,6.922690936463354,2,3,2,3.6371949614734334,1,0,1,3,3,1,1.3432139498548703
Professional,6.380955881318126,3,10.942537151161421,4,2,4,2.7601636211913094,3,2,1,4,5,5,0.0
Student,8.82718098100091,5,3.2941658023334273,4,5,2,6.498440003037368,0,0,2,2,3,0,6.666074767650894
Professional,6.066491384558627,3,9.450098426108664,5,2,4,2.2870044509708403,2,3,1,2,3,3,0.0
Student,6.404261730305062,1,5.554135844803842,4,1,5,3.172377233084771,2,1,4,4,2,5,0.0
Professional,4.982156575914623,2,7.997754770974945,2,1,4,1.0160415626291806,3,2,2,3,3,5,0.0
